2024-09-13T16:17:33.159Z - IP: 51.208.59.112, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.349Z - IP: 223.187.188.65, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.349Z - IP: 98.197.20.168, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.350Z - IP: 16.164.216.110, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.353Z - IP: 28.75.189.25, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.354Z - IP: 181.37.150.112, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.354Z - IP: 197.156.208.208, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.354Z - IP: 62.226.223.163, Status: Tráfego bloqueado: Path Traversal - /boot.ini, Severidade: 4
2024-09-13T16:17:38.355Z - IP: 202.206.239.71, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.355Z - IP: 143.223.188.210, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.356Z - IP: 73bf:6b03:13f1:a2e2:797d:e537:b0c4:601c, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.356Z - IP: 38.21.150.227, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.356Z - IP: 152.123.11.251, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.357Z - IP: 55.118.20.119, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.357Z - IP: 26.249.70.42, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.358Z - IP: 56.172.84.231, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.358Z - IP: cf9e:6364:fc9d:8b42:2c35:2411:3c21:cbf7, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.358Z - IP: 24.97.223.82, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.359Z - IP: 143.4.1.39, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.359Z - IP: 62a8:df41:6553:1f8f:705c:e722:d8a8:60a, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.359Z - IP: 89.240.61.108, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.360Z - IP: 78.214.250.139, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.360Z - IP: ef87:16f0:f6ef:fe48:8b83:d242:866:f9a6, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.360Z - IP: 215.173.246.58, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.361Z - IP: 111.55.169.136, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.361Z - IP: 130.65.48.142, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.361Z - IP: 60.237.185.56, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.362Z - IP: 131.157.141.74, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.362Z - IP: 178.216.209.36, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.362Z - IP: 3506:6528:f7d0:df16:c774:1863:8a17:e5e7, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.363Z - IP: e44e:d6a5:af92:1ae:c2e3:2846:ebea:8bdb, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.363Z - IP: 183.195.8.60, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.363Z - IP: 7.113.8.157, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.364Z - IP: 173.154.87.100, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.364Z - IP: 152.26.7.239, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.365Z - IP: 182.70.40.196, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.365Z - IP: 117.200.193.5, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.365Z - IP: 41.248.255.237, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.366Z - IP: 35.96.80.127, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.366Z - IP: 206.85.34.228, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.367Z - IP: 92.110.6.57, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.367Z - IP: 494a:7aea:386e:7dcf:a7d3:5b6:d62:c85, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.368Z - IP: 183.179.245.63, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.368Z - IP: 129.250.178.34, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.368Z - IP: 150.166.123.22, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.369Z - IP: 215.173.246.58, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.369Z - IP: 196.82.102.210, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.370Z - IP: 79.204.155.139, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.370Z - IP: 194.220.45.55, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.371Z - IP: 7c4b:98e4:b01b:9d58:cb7b:5a1e:a2ce:75fa, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.371Z - IP: ef1f:56ad:4ab9:b7a9:f09e:377d:22a3:b6, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.371Z - IP: 159.167.148.39, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.372Z - IP: 219.174.86.216, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.372Z - IP: 190.212.52.36, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.373Z - IP: 57.59.211.222, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.373Z - IP: 97.94.37.86, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.373Z - IP: 8214:d83e:b4a8:2ef9:1cf0:1ea2:95fc:5e7f, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.374Z - IP: 159.147.102.107, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.374Z - IP: 9.81.117.16, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.375Z - IP: 202.206.239.71, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.375Z - IP: 52.120.106.253, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.376Z - IP: 6.5.34.132, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.376Z - IP: 185.60.226.17, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.376Z - IP: 164.114.39.166, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.377Z - IP: 185.24.37.122, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.377Z - IP: 133.225.140.153, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.377Z - IP: 111.22.80.113, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.378Z - IP: 17.5.139.38, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.378Z - IP: 79.204.155.139, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.378Z - IP: 19.143.51.102, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.379Z - IP: 13.78.4.29, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.379Z - IP: ace3:3121:2a77:ce59:a13e:8900:94b4:8495, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.380Z - IP: 8b66:97d5:752c:9b4b:a4ed:ca9b:4d60:76a0, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.380Z - IP: 129.53.13.62, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.380Z - IP: 190.150.79.195, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.381Z - IP: bd4b:ebb7:31a6:b20e:61de:6437:379:16f2, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.381Z - IP: 77.221.81.254, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.382Z - IP: 60.237.185.56, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.382Z - IP: 40b5:85a9:ae49:c7cc:9b26:3433:124e:5b23, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.383Z - IP: 218.83.247.217, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.383Z - IP: 113.223.228.38, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.384Z - IP: b3bf:5112:3a85:c2eb:167a:7a1:4498:3f89, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.384Z - IP: 38.90.38.169, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.385Z - IP: 212.38.130.214, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.385Z - IP: 152.61.250.248, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.386Z - IP: 57.232.174.189, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.386Z - IP: 163.131.172.28, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.386Z - IP: 123.147.31.210, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.387Z - IP: 195.235.12.128, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.387Z - IP: 128.3.125.57, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.388Z - IP: 130.226.174.135, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.388Z - IP: 12.46.78.239, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.388Z - IP: 146.239.91.195, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.389Z - IP: 159.147.102.107, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.389Z - IP: 68.172.70.245, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.390Z - IP: 49.229.18.160, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.390Z - IP: 208.150.99.181, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.390Z - IP: 53.14.209.93, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.391Z - IP: 34c4:a5dd:4746:34e6:7872:e4a1:9da3:d52e, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.391Z - IP: 2a24:bcf7:2aa:71a:c1b6:efe5:47f3:eb8e, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.391Z - IP: 175.90.56.6, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.392Z - IP: 34d3:d362:fc5:1cd6:5a5:9370:1eec:c655, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.392Z - IP: 60.237.185.56, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.392Z - IP: 60.14.84.153, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.393Z - IP: 46.163.35.77, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.393Z - IP: 89.236.176.154, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.393Z - IP: 129.80.215.116, Status: Tráfego bloqueado: requisição de 6317B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:38.394Z - IP: 57.112.34.158, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.394Z - IP: 7414:7dda:5b44:4a1:2dff:f8d6:4057:c094, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.395Z - IP: 8.84.119.17, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.395Z - IP: 202.115.171.151, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.395Z - IP: 28.75.189.25, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.396Z - IP: 204.212.218.199, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.396Z - IP: 135.161.89.192, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.397Z - IP: 133.28.28.102, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.397Z - IP: ac05:1037:2f9d:ec87:ff22:91d5:6698:767b, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.397Z - IP: 5.220.16.161, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.398Z - IP: 103.132.1.94, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.398Z - IP: 208.150.99.181, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.398Z - IP: 189.130.86.62, Status: Tráfego bloqueado: requisição de 6428B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:38.399Z - IP: 6988:38d:8188:8976:27c2:ed7c:92dc:536c, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.399Z - IP: 107.73.110.214, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.400Z - IP: 112.92.57.39, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.400Z - IP: 11.148.137.128, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.401Z - IP: 47.232.178.166, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.401Z - IP: 20.184.160.32, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.402Z - IP: 187.109.49.123, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.402Z - IP: 205.0.49.47, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.402Z - IP: 117.200.193.5, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.403Z - IP: 6d25:12cc:908:21c9:cdca:c43f:b8e0:4a89, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.403Z - IP: 38.90.38.169, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.404Z - IP: 86.248.156.68, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.404Z - IP: 55.118.20.119, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.405Z - IP: 67.30.41.206, Status: Tráfego bloqueado: ataque XSS via iframe, Severidade: 4
2024-09-13T16:17:38.405Z - IP: 172.26.56.110, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.406Z - IP: 222.2.129.147, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.406Z - IP: 157.21.201.179, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.406Z - IP: 143.223.188.210, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.407Z - IP: 8.203.245.88, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.407Z - IP: 208.150.99.181, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.407Z - IP: e1b1:d70f:80e5:8780:a65:1ce2:990d:2cd9, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.408Z - IP: 131.157.141.74, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.408Z - IP: 19.245.68.165, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.408Z - IP: 79.204.155.139, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.409Z - IP: 129.53.13.62, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.409Z - IP: 206.228.108.158, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.409Z - IP: 215.3.92.208, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.410Z - IP: 83.209.73.10, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.410Z - IP: 4.91.35.159, Status: Tráfego bloqueado: Método HTTP OPTIONS não permitido, Severidade: 0
2024-09-13T16:17:38.411Z - IP: 159.168.200.38, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.411Z - IP: 35e3:3267:6864:5c4b:e163:dc90:ef13:14fd, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.412Z - IP: 68.156.200.52, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.412Z - IP: 195.118.164.58, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.412Z - IP: 130.56.165.86, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.413Z - IP: 88e6:be30:3a7d:99dd:3e92:efe9:8919:984d, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.413Z - IP: 152.31.156.42, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.414Z - IP: 13.235.167.220, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.414Z - IP: 141.40.29.234, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.414Z - IP: 92.222.126.17, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.415Z - IP: 147.41.40.18, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.415Z - IP: 209.158.28.49, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.415Z - IP: 221.112.50.103, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.416Z - IP: 208.150.99.181, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.416Z - IP: 96.152.27.237, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.417Z - IP: 153.22.92.197, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.417Z - IP: 3ce8:55b0:2408:cf43:c385:7356:7fb8:9439, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.418Z - IP: 128.103.139.186, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.418Z - IP: 172.26.56.110, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.418Z - IP: 195.171.155.166, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.419Z - IP: 57.39.66.230, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.419Z - IP: 105.142.96.5, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.419Z - IP: c5b4:c17:ed43:c12c:9160:6aac:7ee1:99d4, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.420Z - IP: d3f4:99a:9d6e:c3db:da0b:f359:62c7:2672, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.420Z - IP: 84.192.27.59, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.420Z - IP: 115.60.107.39, Status: Tráfego bloqueado: ataque XSS via meta refresh, Severidade: 4
2024-09-13T16:17:38.421Z - IP: 47.44.152.11, Status: Tráfego bloqueado: requisição de 6413B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:38.421Z - IP: 159.147.102.107, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.422Z - IP: 8567:c541:84db:8b31:5862:a97:4e50:44d8, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.422Z - IP: 2f8c:27ba:cf0e:91c1:71ce:7bc3:380e:4e0, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.422Z - IP: 112.50.99.178, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.423Z - IP: dcb7:c983:5135:38db:7a65:41dc:2014:8842, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.423Z - IP: 87.95.121.158, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.424Z - IP: 194.188.171.180, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.424Z - IP: 116.169.112.177, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.424Z - IP: 159.168.200.38, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.425Z - IP: 179.11.123.206, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.425Z - IP: 144.43.7.43, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.426Z - IP: 35.74.127.2, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.426Z - IP: 8.84.119.17, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.426Z - IP: 19.143.51.102, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.427Z - IP: 32.80.177.51, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.427Z - IP: ef14:e8df:4b05:3ea3:2e56:f61f:c09:cb81, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.427Z - IP: 116.23.178.70, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.428Z - IP: 79.204.155.139, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.428Z - IP: 55.60.129.78, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.429Z - IP: 4b13:994f:d9fe:1e90:4b10:199a:ffb9:a32, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.429Z - IP: 32.168.224.172, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.429Z - IP: 23.159.246.188, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.430Z - IP: 79.126.171.190, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.430Z - IP: d794:8c08:1993:5f53:524e:5404:732a:7fe7, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:38.430Z - IP: 130.119.37.169, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.431Z - IP: 159.168.200.38, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.431Z - IP: 185.24.37.122, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.432Z - IP: 53.14.209.93, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.432Z - IP: 78.214.250.139, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.432Z - IP: 159.168.200.38, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.433Z - IP: 219.174.86.216, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.433Z - IP: 159.147.102.107, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.433Z - IP: 192.19.249.147, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.434Z - IP: 7.197.100.227, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.434Z - IP: 109.204.128.232, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.434Z - IP: 143.223.188.210, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.435Z - IP: 24.203.45.79, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.435Z - IP: 53.14.209.93, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.435Z - IP: 90.178.50.209, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.436Z - IP: 192.19.249.147, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.436Z - IP: 26.249.70.42, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.436Z - IP: 60.237.185.56, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.437Z - IP: 179.11.123.206, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.437Z - IP: 8.22.220.208, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.437Z - IP: 25.80.51.61, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.438Z - IP: 128.103.139.186, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.438Z - IP: 139.88.106.5, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.439Z - IP: 24.203.45.79, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.439Z - IP: 179.192.152.151, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.440Z - IP: 143.223.188.210, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.440Z - IP: 131.157.141.74, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.440Z - IP: 89.240.61.108, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.441Z - IP: 62.233.82.185, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.441Z - IP: 5.220.16.161, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.441Z - IP: 21.166.16.150, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:38.442Z - IP: 129.53.13.62, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
